iter	Logloss
1513	0.4323881904
1514	0.4323762989
1515	0.4323626653
1516	0.4323490317
1517	0.4323355712
1518	0.4323285439
1519	0.4323174966
1520	0.4323073457
1521	0.432295789
1522	0.4322837116
1523	0.432271784
1524	0.4322637143
1525	0.4322484005
1526	0.4322362586
1527	0.4322160661
1528	0.4322095128
1529	0.432195804
1530	0.4321824782
1531	0.43216794
1532	0.432162283
1533	0.4321512189
1534	0.4321442513
1535	0.4321356392
1536	0.4321267835
1537	0.4321163214
1538	0.4320965494
1539	0.4320869629
1540	0.4320709574
1541	0.4320607342
1542	0.4320486658
1543	0.4320367582
1544	0.4320280365
1545	0.4320113164
1546	0.4319913885
1547	0.4319801102
1548	0.4319690526
1549	0.4319564615
1550	0.4319226685
1551	0.4319018763
1552	0.4318938144
1553	0.431879189
1554	0.4318698063
1555	0.431861327
1556	0.4318361181
1557	0.4318276467
1558	0.4318086501
1559	0.4317991063
1560	0.4317822787
1561	0.4317573694
1562	0.4317480609
1563	0.4317411201
1564	0.4317233693
1565	0.4317122095
1566	0.4316992929
1567	0.4316914552
1568	0.4316834523
1569	0.4316721175
1570	0.4316627094
1571	0.4316512589
1572	0.4316236532
1573	0.4316093215
1574	0.4315875192
1575	0.4315784116
1576	0.4315683595
1577	0.4315536858
1578	0.4315408174
1579	0.4315219542
1580	0.4314966919
1581	0.4314887905
1582	0.431482136
1583	0.431469022
1584	0.4314384508
1585	0.4314251897
1586	0.4314173476
1587	0.4314072166
1588	0.4314011839
1589	0.4313916636
1590	0.4313815823
1591	0.4313730924
1592	0.4313476182
1593	0.431341528
1594	0.4313339854
1595	0.4313258041
1596	0.4313135473
1597	0.4313025164
1598	0.4312901308
1599	0.4312825274
1600	0.4312601549
1601	0.4312453031
1602	0.4312386008
1603	0.4312227684
1604	0.4312166002
1605	0.4312073414
1606	0.4311780134
1607	0.4311655234
1608	0.4311556008
1609	0.4311481875
1610	0.4311355234
1611	0.4311245875
1612	0.4311179359
1613	0.4311120978
1614	0.4311022278
1615	0.4310931001
1616	0.4310829797
1617	0.4310723027
1618	0.4310655104
1619	0.4310440792
1620	0.4310362301
1621	0.4310274353
1622	0.4310178175
1623	0.4310109197
1624	0.4309973535
1625	0.4309889548
1626	0.4309802796
1627	0.4309700851
1628	0.4309621823
1629	0.43095379
1630	0.4309470192
1631	0.4309399556
1632	0.4309323577
1633	0.430924981
1634	0.4309091121
1635	0.430902632
1636	0.4308872654
1637	0.4308682859
1638	0.4308569409
1639	0.4308485974
1640	0.4308388186
1641	0.4308305952
1642	0.4308136498
1643	0.4308055821
1644	0.4307972085
1645	0.4307913911
1646	0.4307837054
1647	0.430776327
1648	0.4307687526
1649	0.4307623822
1650	0.4307528191
1651	0.4307449799
1652	0.4307242205
1653	0.430717229
1654	0.4307090974
1655	0.4307012587
1656	0.4306898417
1657	0.4306835835
1658	0.430673164
1659	0.4306646842
1660	0.4306530326
1661	0.4306445679
1662	0.4306363015
1663	0.4306290726
1664	0.4306213752
1665	0.4306133614
1666	0.4305998491
1667	0.4305908625
1668	0.4305827363
1669	0.4305716866
1670	0.430564157
1671	0.4305508247
1672	0.4305429354
1673	0.4305304686
1674	0.4305213928
1675	0.4305151965
1676	0.4305060066
1677	0.4304897103
1678	0.430475462
1679	0.4304640161
1680	0.4304544019
1681	0.4304452781
1682	0.4304395193
1683	0.4304319144
1684	0.4304166498
1685	0.4304018684
1686	0.4303864707
1687	0.4303784072
1688	0.4303703671
1689	0.4303633682
1690	0.4303478333
1691	0.4303336908
1692	0.4303255988
1693	0.4303162357
1694	0.4303036874
1695	0.4302915798
1696	0.4302826822
1697	0.4302721791
1698	0.4302620072
1699	0.4302513143
1700	0.4302432982
1701	0.4302335859
1702	0.430223994
1703	0.4302146748
1704	0.4302043462
1705	0.4301934442
1706	0.430186095
1707	0.4301802446
1708	0.4301708158
1709	0.430154482
1710	0.4301410423
1711	0.430132379
1712	0.4301203436
1713	0.4301098554
1714	0.4300887519
1715	0.4300817762
1716	0.4300714526
1717	0.4300659221
1718	0.4300587679
1719	0.4300529192
1720	0.4300429691
1721	0.4300372309
1722	0.4300276772
1723	0.4300107344
1724	0.4299972204
1725	0.4299791883
1726	0.4299714962
1727	0.4299638916
1728	0.4299554801
1729	0.42994354
1730	0.4299303487
1731	0.429920462
1732	0.4299138642
1733	0.429903129
1734	0.4298939885
1735	0.4298830999
1736	0.4298728939
1737	0.4298595013
1738	0.4298517344
1739	0.4298454072
1740	0.429835951
1741	0.4298279933
1742	0.4298144706
1743	0.4298072472
1744	0.4297968004
1745	0.4297797646
1746	0.4297739371
1747	0.4297707004
1748	0.4297641175
1749	0.429756365
1750	0.4297484743
1751	0.4297327076
1752	0.4297220806
1753	0.4297071287
1754	0.4296975894
1755	0.4296755704
1756	0.4296712488
1757	0.4296584218
1758	0.4296361551
1759	0.4296274023
1760	0.4296169915
1761	0.4296107202
1762	0.4296063516
1763	0.4295996397
1764	0.4295895352
1765	0.4295821462
1766	0.4295721553
1767	0.4295637642
1768	0.4295554261
1769	0.4295423474
1770	0.4295178988
1771	0.4295043676
1772	0.429493263
1773	0.4294830359
1774	0.4294715805
1775	0.4294572442
1776	0.4294492584
1777	0.4294442174
1778	0.4294383798
1779	0.4294251452
1780	0.4294168995
1781	0.4294006544
1782	0.4293900209
1783	0.4293793831
1784	0.4293688517
1785	0.4293624879
1786	0.4293488679
1787	0.429339241
1788	0.4293267532
1789	0.4293160007
1790	0.4293015611
1791	0.4292885859
1792	0.4292831494
1793	0.4292768999
1794	0.4292602197
1795	0.4292413869
1796	0.429235959
1797	0.4292230739
1798	0.4291971917
1799	0.4291771103
1800	0.4291705245
1801	0.4291581618
1802	0.4291518947
1803	0.429145039
1804	0.4291374808
1805	0.4291273182
1806	0.4291227302
1807	0.4291151002
1808	0.429105935
1809	0.429097184
1810	0.429086782
1811	0.4290775937
1812	0.4290701188
1813	0.4290604979
1814	0.429054103
1815	0.4290445194
1816	0.4290374884
1817	0.4290273237
1818	0.429016662
1819	0.4290004646
1820	0.4289946929
1821	0.4289803305
1822	0.4289693819
1823	0.4289611978
1824	0.4289433435
1825	0.4289321649
1826	0.4289256872
1827	0.4289162866
1828	0.4289080263
1829	0.4288982546
1830	0.4288925934
1831	0.4288839968
1832	0.4288723562
1833	0.4288491694
1834	0.4288410442
1835	0.4288249214
1836	0.4288111937
1837	0.4287980781
1838	0.4287873933
1839	0.4287782101
1840	0.4287673217
1841	0.4287474791
1842	0.4287388167
1843	0.4287232317
1844	0.4287126874
1845	0.4286977488
1846	0.4286916355
1847	0.4286849291
1848	0.4286778863
1849	0.428669458
1850	0.4286631748
1851	0.428650113
1852	0.4286391564
1853	0.4286324938
1854	0.4286170873
1855	0.4286055739
1856	0.4285764465
1857	0.4285666995
1858	0.428558129
1859	0.4285479207
1860	0.4285394389
1861	0.428526427
1862	0.4285165027
1863	0.4285093149
1864	0.4285016153
1865	0.4284918037
1866	0.4284863442
1867	0.4284756027
1868	0.4284646325
1869	0.4284597399
1870	0.4284510186
1871	0.4284414611
1872	0.4284337639
1873	0.4284228224
1874	0.4284155451
1875	0.4284072985
1876	0.428403614
1877	0.4283898791
1878	0.4283842456
1879	0.4283630004
1880	0.4283542583
1881	0.4283469634
1882	0.4283401555
1883	0.4283307447
1884	0.4283172333
1885	0.4283118873
1886	0.4283031941
1887	0.4282897193
1888	0.4282812934
1889	0.4282687533
1890	0.4282615485
1891	0.4282539778
1892	0.4282477003
1893	0.4282378302
1894	0.4282258575
1895	0.4282174984
1896	0.4281961399
1897	0.4281849908
1898	0.4281689127
1899	0.4281628886
1900	0.4281523885
1901	0.4281453185
1902	0.4281356439
1903	0.4281266392
1904	0.42812118
1905	0.4281140207
1906	0.4281049596
1907	0.4280982969
1908	0.4280904254
1909	0.4280814904
1910	0.4280743861
1911	0.4280668564
1912	0.4280548729
1913	0.4280462486
1914	0.4280393894
1915	0.4280303667
1916	0.4280224713
1917	0.4280077578
1918	0.4280015301
1919	0.4279966975
1920	0.4279835602
1921	0.4279728908
1922	0.4279653197
1923	0.4279545678
1924	0.4279489987
1925	0.4279443485
1926	0.4279339487
1927	0.4279225646
1928	0.4279163529
1929	0.4279093901
1930	0.4278995227
1931	0.4278924608
1932	0.4278869688
1933	0.4278824132
1934	0.4278755259
1935	0.4278684511
1936	0.4278575517
1937	0.4278451725
1938	0.4278271342
1939	0.4278176719
1940	0.4278136948
1941	0.42780716
1942	0.4278007289
1943	0.4277912014
1944	0.4277839276
1945	0.4277767747
1946	0.4277715831
1947	0.4277641771
1948	0.4277546873
1949	0.4277478884
1950	0.4277393984
1951	0.4277326645
1952	0.4277203664
1953	0.4277129417
1954	0.4277055427
1955	0.4276995701
1956	0.4276912344
1957	0.4276811774
1958	0.427673223
1959	0.4276673318
1960	0.4276512458
1961	0.4276443896
1962	0.4276357083
1963	0.4276231629
1964	0.4276164565
1965	0.4275898997
1966	0.4275820751
1967	0.4275756588
1968	0.4275621617
1969	0.4275534858
1970	0.4275472027
1971	0.4275402922
1972	0.4275321394
1973	0.4275260837
1974	0.4275203061
1975	0.4275118232
1976	0.4275007858
1977	0.427493163
1978	0.4274841839
1979	0.4274765433
1980	0.4274665834
1981	0.4274614054
1982	0.4274476784
1983	0.4274364872
1984	0.4274295347
1985	0.4274205389
1986	0.4274116215
1987	0.4274056358
1988	0.4273954457
1989	0.4273879935
1990	0.427380877
1991	0.4273751457
1992	0.4273590707
1993	0.4273518044
1994	0.4273425786
1995	0.4273329722
1996	0.4273288191
1997	0.427322901
1998	0.4273141363
1999	0.4273052643
